gene	group	gene_id	gene_description	tf_family
Cvig_LOC111108053	5	111108053	heat shock 70 kDa protein 12A-like && sp|Q8K0U4|HS12A_MOUSE Heat shock 70 kDa protein 12A OS=Mus musculus OX=10090 GN=Hspa12a PE=1 SV=1 && PF00012:Hsp70 protein	HSP70
Cvig_LOC111105778	5	111105778	uncharacterized LOC111105778%2C transcript variant X3 && - && PF00619:Caspase recruitment domain|PF00531:Death domain	Death
Cvig_LOC111110506	5	111110506	beta-1%2C3-galactosyltransferase 1-like%2C transcript variant X1 && sp|Q7JK24|B3GT1_GORGO Beta-1,3-galactosyltransferase 1 OS=Gorilla gorilla gorilla OX=9595 GN=B3GALT1 PE=3 SV=1 && PF01762:Galactosyltransferase	Galactosyl_T
Cvig_LOC111109517	5	111109517	uncharacterized LOC111109517%2C transcript variant X1 && - && PF01607:Chitin binding Peritrophin-A domain	CBM_14
Cvig_LOC111124840	5	111124840	caspase-7-like && sp|P55210|CASP7_HUMAN Caspase-7 OS=Homo sapiens OX=9606 GN=CASP7 PE=1 SV=1 && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111100111	5	111100111	uncharacterized LOC111100111%2C transcript variant X2 && - && -	""
Cvig_LOC111112388	5	111112388	uncharacterized LOC111112388%2C transcript variant X2 && - && -	""
Cvig_LOC111114695	5	111114695	uncharacterized LOC111114695%2C transcript variant X2 && - && -	""
Cvig_LOC111126493	5	111126493	histone-lysine N-methyltransferase EHMT1-like%2C transcript variant X2 && - && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111127196	5	111127196	uncharacterized LOC111127196%2C transcript variant X2 && - && PF16026:Mitochondria-eating protein	""
Cvig_LOC111123941	5	111123941	heat shock 70 kDa protein 12B-like && sp|Q8K0U4|HS12A_MOUSE Heat shock 70 kDa protein 12A OS=Mus musculus OX=10090 GN=Hspa12a PE=1 SV=1 && PF00012:Hsp70 protein	HSP70
Cvig_LOC111106890	5	111106890	interferon-induced protein 44-like%2C transcript variant X1 && sp|P27473|IFI44_PANTR Interferon-induced protein 44 OS=Pan troglodytes OX=9598 GN=IFI44 PE=1 SV=1 && PF07534:TLD	""
Cvig_LOC111110644	5	111110644	uncharacterized LOC111110644 && - && -	""
Cvig_LOC111113383	5	111113383	uncharacterized LOC111113383 && - && -	""
Cvig_LOC111113384	5	111113384	uncharacterized LOC111113384 && - && -	""
Cvig_LOC111110981	5	111110981	uncharacterized LOC111110981 && - && -	""
Cvig_LOC111128083	5	111128083	uncharacterized LOC111128083 && - && -	""
Cvig_LOC111111461	5	111111461	uncharacterized LOC111111461 && - && PF00965:Tissue inhibitor of metalloproteinase	""
Cvig_LOC111103423	5	111103423	uncharacterized LOC111103423 && sp|Q6J3Q7|COX17_CANLF Cytochrome c oxidase copper chaperone OS=Canis lupus familiaris OX=9615 GN=COX17 PE=3 SV=3 && -	""
Cvig_LOC111130723	5	111130723	uncharacterized LOC111130723 && - && PF13903:PMP-22/EMP/MP20/Claudin tight junction	""
Cvig_LOC111104454	5	111104454	DNA-directed RNA polymerase III subunit RPC10-like && sp|Q9CQZ7|RPC10_MOUSE DNA-directed RNA polymerase III subunit RPC10 OS=Mus musculus OX=10090 GN=Polr3k PE=3 SV=1 && PF01096:Transcription factor S-II (TFIIS)|PF02150:RNA polymerases M/15 Kd subunit	""
Cvig_LOC111104449	5	111104449	uncharacterized LOC111104449%2C transcript variant X1 && - && -	""
Cvig_novel.458	5	novel.458	""	""
Cvig_novel.2179	5	novel.2179	""	""
Cvig_LOC111110371	5	111110371	uncharacterized LOC111110371%2C transcript variant X3 && - && -	""
Cvig_LOC111109419	5	111109419	death domain-containing protein CRADD-like%2C transcript variant X1 && - && PF00531:Death domain	Death
Cvig_LOC111132829	5	111132829	stimulated by retinoic acid gene 6 protein-like%2C transcript variant X2 && - && PF14752:Retinol binding protein receptor	""
Cvig_LOC111110643	5	111110643	uncharacterized LOC111110643 && - && -	""
Cvig_LOC111124878	5	111124878	multimerin-2-like && sp|Q9H8L6|MMRN2_HUMAN Multimerin-2 OS=Homo sapiens OX=9606 GN=MMRN2 PE=1 SV=2 && PF00386:C1q domain	""
Cvig_LOC111126794	5	111126794	tetraspanin-9-like && - && PF00335:Tetraspanin family	Tetraspannin
Cvig_LOC111131611	5	111131611	uncharacterized LOC111131611 && - && PF00092:von Willebrand factor type A domain	VWA
Cvig_LOC111104229	5	111104229	baculoviral IAP repeat-containing protein 8-like && sp|Q96P09|BIRC8_HUMAN Baculoviral IAP repeat-containing protein 8 OS=Homo sapiens OX=9606 GN=BIRC8 PE=1 SV=2 && PF13920:Zinc finger, C3HC4 type (RING finger)|PF00653:Inhibitor of Apoptosis domain	BIR
Cvig_LOC111103158	5	111103158	baculoviral IAP repeat-containing protein 8-like && sp|Q95M72|BIRC8_PANTR Baculoviral IAP repeat-containing protein 8 OS=Pan troglodytes OX=9598 GN=BIRC8 PE=2 SV=1 && PF13920:Zinc finger, C3HC4 type (RING finger)|PF00653:Inhibitor of Apoptosis domain	BIR
Cvig_LOC111117929	5	111117929	uncharacterized LOC111117929%2C transcript variant X2 && - && -	""
Cvig_LOC111126061	5	111126061	uncharacterized LOC111126061 && - && PF17517:IgGFc binding protein	""
Cvig_novel.215	5	novel.215	""	""
Cvig_LOC111111179	5	111111179	G-protein coupled receptor 84-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111099058	5	111099058	G-protein coupled receptor 157-like && sp|Q8C206|GP157_MOUSE G-protein coupled receptor 157 OS=Mus musculus OX=10090 GN=Gpr157 PE=1 SV=1 && PF00002:7 transmembrane receptor (Secretin family)	7tm_2
Cvig_LOC111131310	5	111131310	uncharacterized LOC111131310 && - && -	""
Cvig_LOC111134396	5	111134396	uncharacterized LOC111134396 && sp|P20354|GNAS_DROME G protein alpha s subunit OS=Drosophila melanogaster OX=7227 GN=Galphas PE=2 SV=1 && PF00503:G-protein alpha subunit	G-alpha
Cvig_LOC111104732	5	111104732	uncharacterized LOC111104732%2C transcript variant X2 && - && -	""
Cvig_LOC111101208	5	111101208	EGF-like domain-containing protein 2 && - && -	""
Cvig_LOC111107288	5	111107288	uncharacterized LOC111107288%2C transcript variant X2 && - && -	""
Cvig_LOC111126282	5	111126282	ankycorbin-like%2C transcript variant X2 && - && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111113393	5	111113393	uncharacterized LOC111113393 && - && -	""
Cvig_LOC111120685	5	111120685	MAM and LDL-receptor class A domain-containing protein 1-like && sp|P42674|BP10_PARLI Blastula protease 10 OS=Paracentrotus lividus OX=7656 GN=BP10 PE=2 SV=1 && PF01400:Astacin (Peptidase family M12A)|PF00629:MAM domain, meprin/A5/mu|PF00431:CUB domain	Astacin
Cvig_LOC111106543	5	111106543	uncharacterized LOC111106543 && - && -	""
Cvig_LOC111100505	5	111100505	uncharacterized LOC111100505 && - && -	""
Cvig_LOC111137671	5	111137671	uncharacterized LOC111137671%2C transcript variant X3 && - && -	""
Cvig_LOC111126604	5	111126604	uncharacterized LOC111126604 && - && -	""
Cvig_LOC111100846	5	111100846	proline-rich transmembrane protein 1-like && - && PF04505:Interferon-induced transmembrane protein	""
Cvig_LOC111100514	5	111100514	uncharacterized LOC111100514%2C transcript variant X1 && - && -	""
Cvig_LOC111137672	5	111137672	uncharacterized LOC111137672 && - && -	""
Cvig_LOC111136304	5	111136304	CCAAT/enhancer-binding protein beta-like && - && PF07716:Basic region leucine zipper	bZIP_2
Cvig_LOC111118479	5	111118479	growth arrest and DNA damage-inducible protein GADD45 alpha-like && - && -	""
Cvig_LOC111111326	5	111111326	uncharacterized LOC111111326 && - && PF06522:NADH-ubiquinone reductase complex 1 MLRQ subunit	""
Cvig_LOC111120018	5	111120018	neuronal calcium sensor 2-like%2C transcript variant X2 && sp|P42325|NCAH_DROME Neurocalcin homolog OS=Drosophila melanogaster OX=7227 GN=Nca PE=1 SV=2 && PF13499:EF-hand domain pair|PF13833:EF-hand domain pair	""
Cvig_LOC111126328	5	111126328	uncharacterized LOC111126328 && - && PF07716:Basic region leucine zipper	bZIP_2
Cvig_LOC111100168	5	111100168	sorting nexin-10-like && sp|Q0IIL5|SNX10_BOVIN Sorting nexin-10 OS=Bos taurus OX=9913 GN=SNX10 PE=2 SV=1 && PF00787:PX domain	PX
Cvig_LOC111123362	5	111123362	uncharacterized LOC111123362 && - && -	""
Cvig_LOC111118953	5	111118953	acetylcholine receptor subunit alpha-1-B-like && sp|P05377|ACHAB_XENLA Acetylcholine receptor subunit alpha-1-B OS=Xenopus laevis OX=8355 GN=chrna1-b PE=2 SV=1 && PF02931:Neurotransmitter-gated ion-channel ligand binding domain|PF02932:Neurotransmitter-gated ion-channel transmembrane region	Neur_chan_LBD
Cvig_LOC111120715	5	111120715	uncharacterized LOC111120715 && - && PF05721:Phytanoyl-CoA dioxygenase (PhyH)	PhyH
Cvig_LOC111103307	5	111103307	dehydrodolichyl diphosphate synthase complex subunit nus1-like && sp|Q6DHR8|NGBR_DANRE Dehydrodolichyl diphosphate synthase complex subunit nus1 OS=Danio rerio OX=7955 GN=nus1 PE=2 SV=1 && PF01255:Putative undecaprenyl diphosphate synthase	Prenyltransf
Cvig_LOC111105257	5	111105257	usherin-like%2C transcript variant X1 && - && -	""
Cvig_LOC111105905	5	111105905	uncharacterized LOC111105905 && - && PF09612:Bacterial protein of unknown function (HtrL_YibB)	""
Cvig_LOC111103517	6	111103517	uncharacterized LOC111103517%2C transcript variant X2 && sp|Q5AXT5|PIF1_EMENI ATP-dependent DNA helicase PIF1 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=pif1 PE=3 SV=2 && PF05970:PIF1-like helicase	""
Cvig_LOC111114813	6	111114813	putative nuclease HARBI1 && - && PF13359:DDE superfamily endonuclease	""
Cvig_LOC111101565	6	111101565	uncharacterized LOC111101565 && sp|O93530|WRN_XENLA Werner syndrome ATP-dependent helicase homolog OS=Xenopus laevis OX=8355 GN=wrn PE=2 SV=1 && PF00270:DEAD/DEAH box helicase	DEAD
Cvig_LOC111136460	6	111136460	beta-1%2C3-galactosyltransferase brn-like%2C transcript variant X4 && sp|Q24157|BRN_DROME Beta-1,3-galactosyltransferase brn OS=Drosophila melanogaster OX=7227 GN=brn PE=2 SV=2 && PF01762:Galactosyltransferase	Galactosyl_T
Cvig_LOC111121511	6	111121511	uncharacterized LOC111121511%2C transcript variant X2 && - && -	""
Cvig_LOC111103428	6	111103428	baculoviral IAP repeat-containing protein 2-like && sp|A9JTP3|BIRC7_XENTR Baculoviral IAP repeat-containing protein 7 OS=Xenopus tropicalis OX=8364 GN=birc7 PE=2 SV=1 && PF00653:Inhibitor of Apoptosis domain|PF13920:Zinc finger, C3HC4 type (RING finger)	BIR
Cvig_LOC111136439	6	111136439	uncharacterized LOC111136439%2C transcript variant X1 && - && -	""
Cvig_LOC111131616	6	111131616	collagen alpha-5(VI) chain-like && sp|A8TX70|CO6A5_HUMAN Collagen alpha-5(VI) chain OS=Homo sapiens OX=9606 GN=COL6A5 PE=1 SV=1 && PF00092:von Willebrand factor type A domain	VWA
Cvig_LOC111128525	6	111128525	uncharacterized LOC111128525 && - && PF13359:DDE superfamily endonuclease	""
Cvig_LOC111114729	6	111114729	uncharacterized LOC111114729%2C transcript variant X1 && sp|F7H9X2|TRIM2_CALJA Tripartite motif-containing protein 2 OS=Callithrix jacchus OX=9483 GN=TRIM2 PE=3 SV=1 && PF13445:RING-type zinc-finger	""
Cvig_novel.292	6	novel.292	""	""
Cvig_LOC111136581	6	111136581	uncharacterized LOC111136581 && - && -	""
Cvig_LOC111119599	6	111119599	transcription factor MafK-like && sp|Q90596|MAFK_CHICK Transcription factor MafK OS=Gallus gallus OX=9031 GN=MAFK PE=2 SV=1 && PF03131:bZIP Maf transcription factor	bZIP_Maf
Cvig_LOC111130083	6	111130083	syntaxin-5-like && sp|Q08DB5|STX5_BOVIN Syntaxin-5 OS=Bos taurus OX=9913 GN=STX5 PE=2 SV=1 && PF05739:SNARE domain|PF11416:Syntaxin-5 N-terminal, Sly1p-binding domain	SNARE
Cvig_LOC111134662	6	111134662	xyloside xylosyltransferase 1-like && sp|Q3U4G3|XXLT1_MOUSE Xyloside xylosyltransferase 1 OS=Mus musculus OX=10090 GN=Xxylt1 PE=1 SV=2 && PF01501:Glycosyl transferase family 8	Glyco_transf_8
Cvig_LOC111138460	6	111138460	uncharacterized LOC111138460%2C transcript variant X2 && - && -	""
Cvig_LOC111128444	6	111128444	uncharacterized LOC111128444 && - && -	""
Cvig_LOC111134202	6	111134202	E3 ubiquitin-protein ligase TRIM56-like && sp|Q80VI1|TRI56_MOUSE E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus OX=10090 GN=Trim56 PE=1 SV=1 && PF13639:Ring finger domain	""
Cvig_LOC111102826	6	111102826	uncharacterized LOC111102826 && - && -	""
Cvig_LOC111115613	6	111115613	uncharacterized LOC111115613 && - && -	""
Cvig_LOC111107348	6	111107348	uncharacterized LOC111107348 && - && PF13359:DDE superfamily endonuclease|PF13613:Helix-turn-helix of DDE superfamily endonuclease|PF05485:THAP domain	THAP
Cvig_LOC111134480	6	111134480	uncharacterized LOC111134480%2C transcript variant X1 && - && PF00811:Ependymin	""
Cvig_LOC111129211	6	111129211	uncharacterized LOC111129211 && - && -	""
Cvig_LOC111135310	6	111135310	solute carrier family 35 member B1-like && sp|Q8AXS6|S35B1_XENTR Solute carrier family 35 member B1 OS=Xenopus tropicalis OX=8364 GN=slc35b1 PE=2 SV=2 && PF08449:UAA transporter family	""
Cvig_LOC111107049	6	111107049	uncharacterized LOC111107049 && - && -	""
Cvig_LOC111112268	6	111112268	uncharacterized LOC111112268%2C transcript variant X1 && - && -	""
Cvig_LOC111138459	6	111138459	transcription factor RFX4-like%2C transcript variant X1 && sp|A2BGA0|RFX4_DANRE Transcription factor RFX4 OS=Danio rerio OX=7955 GN=rfx4 PE=2 SV=1 && PF02257:RFX DNA-binding domain	RFX_DNA_binding
Cvig_novel.1518	6	novel.1518	""	""
Cvig_novel.561	6	novel.561	""	""
Cvig_LOC111112759	6	111112759	uncharacterized LOC111112759 && - && -	""
Cvig_LOC111125823	6	111125823	vegetative cell wall protein gp1-like%2C transcript variant X1 && - && -	""
Cvig_LOC111119876	6	111119876	NAD-dependent protein deacetylase Sirt6-like && sp|Q9FE17|SIR1_ARATH NAD-dependent protein deacetylase SRT1 OS=Arabidopsis thaliana OX=3702 GN=SRT1 PE=2 SV=1 && PF02146:Sir2 family	SIR2
Cvig_LOC111106995	6	111106995	filensin-like && - && -	""
Cvig_LOC111113921	6	111113921	uncharacterized LOC111113921%2C transcript variant X1 && - && -	""
Cvig_LOC111137310	6	111137310	uncharacterized LOC111137310 && - && PF03281:Mab-21 protein	""
Cvig_LOC111128457	6	111128457	uncharacterized LOC111128457 && - && PF03281:Mab-21 protein	""
Cvig_novel.1242	6	novel.1242	""	""
Cvig_LOC111110723	6	111110723	ORM1-like protein 3%2C transcript variant X1 && sp|Q5XH57|ORML1_XENLA ORM1-like protein 1 OS=Xenopus laevis OX=8355 GN=ormdl1 PE=2 SV=1 && PF04061:ORMDL family	""
Cvig_novel.1108	6	novel.1108	""	""
Cvig_LOC111132715	6	111132715	uncharacterized LOC111132715 && - && PF13359:DDE superfamily endonuclease|PF13613:Helix-turn-helix of DDE superfamily endonuclease	""
Cvig_LOC111115463	6	111115463	caspase-7-like && sp|P89116|CASP1_SPOFR Caspase-1 OS=Spodoptera frugiperda OX=7108 PE=1 SV=1 && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111125509	6	111125509	probable uridine nucleosidase 2 && sp|Q8LAC4|URH2_ARATH Probable uridine nucleosidase 2 OS=Arabidopsis thaliana OX=3702 GN=URH2 PE=2 SV=1 && PF01156:Inosine-uridine preferring nucleoside hydrolase	""
Cvig_LOC111110874	6	111110874	caspase-7-like && sp|P89116|CASP1_SPOFR Caspase-1 OS=Spodoptera frugiperda OX=7108 PE=1 SV=1 && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111129141	6	111129141	uncharacterized LOC111129141 && - && -	""
Cvig_LOC111123128	6	111123128	ras-specific guanine nucleotide-releasing factor RalGPS1-like%2C transcript variant X10 && sp|Q5JS13|RGPS1_HUMAN Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Homo sapiens OX=9606 GN=RALGPS1 PE=1 SV=1 && PF00617:RasGEF domain|PF00169:PH domain	PH
Cvig_LOC111117955	6	111117955	cell wall integrity and stress response component 4-like%2C transcript variant X1 && - && PF00020:TNFR/NGFR cysteine-rich region	""
Cvig_LOC111122840	6	111122840	calcium channel flower homolog && sp|Q8BG21|FLOWR_MOUSE Calcium channel flower homolog OS=Mus musculus OX=10090 GN=Cacfd1 PE=1 SV=1 && PF10233:Uncharacterized conserved protein CG6151-P	""
Cvig_LOC111122247	6	111122247	uncharacterized LOC111122247 && sp|Q63369|NFKB1_RAT Nuclear factor NF-kappa-B p105 subunit (Fragment) OS=Rattus norvegicus OX=10116 GN=Nfkb1 PE=1 SV=1 && PF12796:Ankyrin repeats (3 copies)|PF18738:DZIP3/ hRUL138-like HEPN	""
Cvig_LOC111108722	6	111108722	serine/threonine-protein kinase Nek4-like && sp|P51956|NEK3_HUMAN Serine/threonine-protein kinase Nek3 OS=Homo sapiens OX=9606 GN=NEK3 PE=1 SV=2 && PF00069:Protein kinase domain	Pkinase
Cvig_LOC111120863	6	111120863	nucleolar RNA helicase 2-like && sp|Q3B8Q1|DDX21_RAT Nucleolar RNA helicase 2 OS=Rattus norvegicus OX=10116 GN=Ddx21 PE=2 SV=1 && PF00271:Helicase conserved C-terminal domain|PF08152:GUCT (NUC152) domain	Helicase_C
Cvig_LOC111133043	6	111133043	calsyntenin-1-like && sp|Q6Q0N0|CSTN1_RAT Calsyntenin-1 OS=Rattus norvegicus OX=10116 GN=Clstn1 PE=1 SV=1 && -	""
Cvig_LOC111133044	6	111133044	calsyntenin-1-like && sp|Q6Q0N0|CSTN1_RAT Calsyntenin-1 OS=Rattus norvegicus OX=10116 GN=Clstn1 PE=1 SV=1 && -	""
Cvig_LOC111115718	6	111115718	uncharacterized LOC111115718%2C transcript variant X1 && - && -	""
Cvig_LOC111121263	6	111121263	eukaryotic translation initiation factor 4E-like%2C transcript variant X2 && sp|P48597|IF4E_XENLA Eukaryotic translation initiation factor 4E OS=Xenopus laevis OX=8355 GN=eif4e PE=1 SV=1 && PF01652:Eukaryotic initiation factor 4E	""
Cvig_LOC111135558	6	111135558	ubiquitin thioesterase zranb1-B-like && sp|Q9UGI0|ZRAN1_HUMAN Ubiquitin thioesterase ZRANB1 OS=Homo sapiens OX=9606 GN=ZRANB1 PE=1 SV=2 && PF18418:Ankyrin ubiquitin-binding domain|PF02338:OTU-like cysteine protease	OTU
Cvig_LOC111126442	6	111126442	innexin unc-9-like && sp|Q23157|INX11_CAEEL Innexin-11 OS=Caenorhabditis elegans OX=6239 GN=inx-11 PE=3 SV=1 && PF00876:Innexin	""
Cvig_LOC111126366	6	111126366	vegetative cell wall protein gp1-like%2C transcript variant X1 && - && -	""
Cvig_LOC111130727	6	111130727	uncharacterized LOC111130727 && - && PF12937:F-box-like	""
Cvig_LOC111123077	6	111123077	amino acid transporter AVT3C-like && sp|Q9SVG0|AVT3C_ARATH Amino acid transporter AVT3C OS=Arabidopsis thaliana OX=3702 GN=AVT3C PE=1 SV=1 && PF01490:Transmembrane amino acid transporter protein	Aa_trans
Cvig_LOC111116253	6	111116253	cephalotocin receptor 1-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111121216	6	111121216	ribosome production factor 1-like && sp|Q9H9Y2|RPF1_HUMAN Ribosome production factor 1 OS=Homo sapiens OX=9606 GN=RPF1 PE=1 SV=2 && PF04427:Brix domain	""
Cvig_LOC111130855	6	111130855	glutathione S-transferase 1-like && sp|P46436|GST1_ASCSU Glutathione S-transferase 1 OS=Ascaris suum OX=6253 GN=GST1 PE=1 SV=3 && PF02798:Glutathione S-transferase, N-terminal domain|PF14497:Glutathione S-transferase, C-terminal domain	GST_N
Cvig_novel.1282	6	novel.1282	- && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111135562	6	111135562	uncharacterized LOC111135562%2C transcript variant X2 && - && PF02210:Laminin G domain	Laminin_G_2
Cvig_LOC111121085	6	111121085	CD82 antigen-like%2C transcript variant X2 && - && PF00335:Tetraspanin family	Tetraspannin
Cvig_LOC111117895	6	111117895	uncharacterized LOC111117895 && - && -	""
Cvig_LOC111138190	6	111138190	inositol-3-phosphate synthase 1-B-like && sp|Q6DDT1|INO1B_XENLA Inositol-3-phosphate synthase 1-B OS=Xenopus laevis OX=8355 GN=isyna1-b PE=2 SV=2 && PF01658:Myo-inositol-1-phosphate synthase|PF07994:Myo-inositol-1-phosphate synthase	""
Cvig_LOC111123458	6	111123458	uncharacterized LOC111123458 && - && -	""
Cvig_LOC111128125	6	111128125	ras-like protein family member 12%2C transcript variant X1 && sp|Q7SZ59|RASLC_DANRE Ras-like protein family member 12 OS=Danio rerio OX=7955 GN=RASL12 PE=2 SV=1 && PF00071:Ras family	Ras
Cvig_LOC111120669	6	111120669	uncharacterized LOC111120669%2C transcript variant X1 && - && -	""
Cvig_LOC111118955	6	111118955	acyl-CoA desaturase-like%2C transcript variant X3 && sp|Q92038|ACOD_CYPCA Acyl-CoA desaturase OS=Cyprinus carpio OX=7962 PE=2 SV=2 && PF00487:Fatty acid desaturase	""
Cvig_LOC111100367	6	111100367	protein-lysine methyltransferase METTL21D-like && sp|Q8C436|MT21D_MOUSE Protein-lysine methyltransferase METTL21D OS=Mus musculus OX=10090 GN=Vcpkmt PE=2 SV=2 && PF10294:Lysine methyltransferase	""
Cvig_novel.450	6	novel.450	""	""
Cvig_LOC111122985	6	111122985	uncharacterized LOC111122985 && - && -	""
Cvig_LOC111133039	6	111133039	monocarboxylate transporter 14-like%2C transcript variant X1 && sp|O15375|MOT6_HUMAN Monocarboxylate transporter 6 OS=Homo sapiens OX=9606 GN=SLC16A5 PE=1 SV=1 && PF07690:Major Facilitator Superfamily	MFS_1
Cvig_LOC111135617	6	111135617	uncharacterized LOC111135617%2C transcript variant X3 && - && PF03067:Lytic polysaccharide mono-oxygenase, cellulose-degrading	""
Cvig_LOC111108743	6	111108743	protein rolling stone-like%2C transcript variant X3 && - && -	""
Cvig_LOC111119556	6	111119556	uncharacterized LOC111119556 && - && PF03067:Lytic polysaccharide mono-oxygenase, cellulose-degrading	""
Cvig_LOC111099666	6	111099666	ATP-dependent RNA helicase eIF4A-like && sp|Q2HFP1|IF4A_CHAGB ATP-dependent RNA helicase eIF4A OS=Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) OX=306901 GN=TIF1 PE=3 SV=1 && PF00270:DEAD/DEAH box helicase|PF00271:Helicase conserved C-terminal domain	DEAD
Cvig_LOC111129254	6	111129254	uncharacterized LOC111129254 && - && PF00014:Kunitz/Bovine pancreatic trypsin inhibitor domain	Kunitz_BPTI
Cvig_LOC111122194	6	111122194	uncharacterized LOC111122194 && - && -	""
Cvig_LOC111114407	6	111114407	uncharacterized LOC111114407 && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111121327	6	111121327	protein Wnt-8b-like && sp|P28026|WNT8_XENLA Protein Wnt-8 OS=Xenopus laevis OX=8355 GN=wnt8 PE=1 SV=2 && PF00110:wnt family	wnt
Cvig_LOC111101685	6	111101685	uncharacterized LOC111101685 && - && -	""
Cvig_LOC111131515	6	111131515	isocitrate dehydrogenase [NAD] subunit alpha%2C mitochondrial-like && sp|Q9D6R2|IDH3A_MOUSE Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Idh3a PE=1 SV=1 && PF00180:Isocitrate/isopropylmalate dehydrogenase	""
Cvig_LOC111122071	6	111122071	acyl-CoA desaturase-like%2C transcript variant X1 && sp|Q92038|ACOD_CYPCA Acyl-CoA desaturase OS=Cyprinus carpio OX=7962 PE=2 SV=2 && PF00487:Fatty acid desaturase	""
Cvig_LOC111101896	6	111101896	rhotekin-like%2C transcript variant X2 && sp|Q6V7V2|RTKN_RAT Rhotekin OS=Rattus norvegicus OX=10116 GN=Rtkn PE=1 SV=1 && PF08174:Cell division protein anillin|PF00169:PH domain	PH
Cvig_LOC111121297	6	111121297	protein C12orf4 homolog%2C transcript variant X3 && sp|Q91YN0|CL004_MOUSE Protein C12orf4 homolog OS=Mus musculus OX=10090 GN=D6Wsu163e PE=1 SV=1 && PF10154:Uncharacterized conserved protein (DUF2362)	""
Cvig_LOC111104270	6	111104270	putative nuclease HARBI1 && sp|Q96MB7|HARB1_HUMAN Putative nuclease HARBI1 OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=1 && PF13359:DDE superfamily endonuclease	""
Cvig_LOC111107832	6	111107832	DNA-binding protein P3A2-like%2C transcript variant X3 && sp|Q04073|P3A2_STRPU DNA-binding protein P3A2 OS=Strongylocentrotus purpuratus OX=7668 PE=1 SV=1 && PF10491:NLS-binding and DNA-binding and dimerisation domains of Nrf1	""
Cvig_LOC111112773	6	111112773	potassium voltage-gated channel protein Shaw-like%2C transcript variant X1 && sp|P17972|KCNAW_DROME Potassium voltage-gated channel protein Shaw OS=Drosophila melanogaster OX=7227 GN=Shaw PE=2 SV=1 && PF00520:Ion transport protein|PF02214:BTB/POZ domain	Ion_trans
Cvig_LOC111136023	6	111136023	uncharacterized LOC111136023%2C transcript variant X3 && - && -	""
Cvig_LOC111126284	6	111126284	putative ankyrin repeat protein RF_0381 && - && PF07525:SOCS box|PF12796:Ankyrin repeats (3 copies)	SOCS_box
Cvig_novel.899	6	novel.899	""	""
Cvig_novel.1097	6	novel.1097	""	""
Cvig_LOC111110979	6	111110979	transmembrane protein 198-like%2C transcript variant X3 && sp|Q498W5|T198B_DANRE Transmembrane protein 198-B OS=Danio rerio OX=7955 GN=tmem198b PE=2 SV=1 && PF13886:Domain of unknown function (DUF4203)	""
Cvig_LOC111134479	6	111134479	multidrug resistance protein 1-like%2C transcript variant X1 && sp|P08183|MDR1_HUMAN ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3 && PF00664:ABC transporter transmembrane region|PF00005:ABC transporter	ABC_membrane
Cvig_LOC111125513	6	111125513	uncharacterized LOC111125513%2C transcript variant X1 && - && -	""
Cvig_novel.733	6	novel.733	""	""
Cvig_LOC111108625	6	111108625	serine protease 23-like && sp|Q1LZE9|PRS23_BOVIN Serine protease 23 OS=Bos taurus OX=9913 GN=PRSS23 PE=2 SV=1 && PF00089:Trypsin	Trypsin
Cvig_LOC111134757	6	111134757	C-type mannose receptor 2-like && sp|Q67EQ1|CLC4E_RAT C-type lectin domain family 4 member E OS=Rattus norvegicus OX=10116 GN=Clec4e PE=1 SV=1 && PF00059:Lectin C-type domain	Lectin_C
Cvig_LOC111110445	6	111110445	glutathione S-transferase 1-like%2C transcript variant X3 && sp|P91254|GST8_CAEEL Probable glutathione S-transferase 8 OS=Caenorhabditis elegans OX=6239 GN=gst-8 PE=3 SV=1 && PF02798:Glutathione S-transferase, N-terminal domain|PF14497:Glutathione S-transferase, C-terminal domain	GST_N
Cvig_LOC111132923	6	111132923	membrane progestin receptor alpha-B-like && sp|Q801G2|MPRAB_DANRE Membrane progestin receptor alpha-B OS=Danio rerio OX=7955 GN=paqr7b PE=1 SV=1 && PF03006:Haemolysin-III related	""
Cvig_LOC111128183	6	111128183	uncharacterized LOC111128183%2C transcript variant X1 && - && -	""
